phreakyphoenix,"b'Humbled and honored to have facilitated a #googleai #exploreml #Academy with Rakesh at MGR Institute in Chennai,\xe2\x80\xa6 https://t.co/htewkLelui'"
pogakuofie,"b""RT @frankline_kihiu: Join us as we hold our first Explore ML workshop for Beginners\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n@DscMeru ML team let's meet on Tuesday at TB 03 @Meru\xe2\x80\xa6"""
TFNairobi,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
auwalms,b'RT @MarvellousChir2: @auwalms @aniediudo @EricaKHanson Thank you for the work you do. #DeveloperStudentClubs is truly a landmark of impact.\xe2\x80\xa6'
MarvellousChir2,b'@auwalms @aniediudo @EricaKHanson Thank you for the work you do. #DeveloperStudentClubs is truly a landmark of impa\xe2\x80\xa6 https://t.co/YLOI2c1YXD'
SharonKemunto1,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
lyon_mwangi,"b""RT @DscMeru: We\xe2\x80\x99re excited to bring Google's Explore ML to @MeruUniversity. \nThis program is intended for those who wish to learn ML from a\xe2\x80\xa6"""
Emmanuel_Watta,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
hashtagcharu,b'RT @inamanmishra04: Explore ML workshop and Google Crowdsource seminar done right!\n#ExploreML @csbygoogle #googlecrowdsource https://t.co/1\xe2\x80\xa6'
inamanmishra04,b'Explore ML workshop and Google Crowdsource seminar done right!\n#ExploreML @csbygoogle #googlecrowdsource https://t.co/1UX6Yth3sp'
Suryamaithreya1,"b'It was a great day of learning from the TensorFlow developers itself. Tensorflow 2.0 was awesome, its implementatio\xe2\x80\xa6 https://t.co/wzeWwGGpPV'"
RTHyderabad,b'RT @Suryamaithreya1: Being a part of Google AI Explore ML has truly been an awesome experience. It was great meeting like-minded students w\xe2\x80\xa6'
Suryamaithreya1,b'Being a part of Google AI Explore ML has truly been an awesome experience. It was great meeting like-minded student\xe2\x80\xa6 https://t.co/PZsSGWIbhJ'
tanyamubobo,b'Workshop was awesome \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 @dsc-msu-zim @MarvellousChir2 #ExploreML #DSCMSU'
tanyamubobo,b'RT @tanyamubobo: @dsc_msu_zim \n#ExploreML\n#DSC\n#DSCSSA\n\nMACHINE LEARNING WORKSHOP IN PROGRESS!!'
Suryamaithreya1,b'RT @Nikkitagandhi: Best of #ExploreML at #TFRoadshow \xf0\x9f\x98\x8e https://t.co/4jb13OKGJU'
patrick_zvenyka,b'RT @Mushambadzii: Had a great time facilitating #ExploreML workshop today with @MarvellousChir2 at #DSCMSU\n\nSpoke on Neural Networks and ho\xe2\x80\xa6'
wayne_gakuo,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
patrick_zvenyka,"b'RT @patrick_zvenyka: So today, we had our second session. Basically l am very exited, to be honest to be in #DSC means a lot to me and l ha\xe2\x80\xa6'"
patrick_zvenyka,"b'So today, we had our second session. Basically l am very exited, to be honest to be in #DSC means a lot to me and l\xe2\x80\xa6 https://t.co/eTfdeyHpCp'"
divym_choudhary,b'Fantastic!\n#ExploreML https://t.co/TE4P21o7Tw'
thecraftman_,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
etonotieno,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
VuyanziG,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
MSUHubZW,b'RT @Mushambadzii: Had a great time facilitating #ExploreML workshop today with @MarvellousChir2 at #DSCMSU\n\nSpoke on Neural Networks and ho\xe2\x80\xa6'
Emmanuel_Watta,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
tessy_muiruri,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
tessy_muiruri,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
JeremiahKamama,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
JeremiahKamama,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
gailwairimu,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
dsc_cuea,"b""RT @paulonteri: Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learning, it'\xe2\x80\xa6"""
paulonteri,b'Had an amazing time facilitating the first Google #exploreml workshop in my university. \n\nWe explored Machine Learn\xe2\x80\xa6 https://t.co/sC1L3Ovheh'
Mushambadzii,b'Had a great time facilitating #ExploreML workshop today with @MarvellousChir2 at #DSCMSU\n\nSpoke on Neural Networks\xe2\x80\xa6 https://t.co/ILA7Sq9bjN'
Iam___groot,b'We had an interesting session today learning about neural networks. It was lit\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 cant wait for other sessions..\xe2\x80\xa6 https://t.co/dtEoZtLsJN'
paulonteri,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
gailwairimu,"b""RT @dsc_cuea: And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted by ML. We\xe2\x80\xa6"""
dsc_cuea,"b""And that's a wrap for our first #exploreml session.\xf0\x9f\x98\x80\n\nML is everywhere. Every industry vertical is getting impacted\xe2\x80\xa6 https://t.co/PMNDp2YOv3"""
neerajrajpuroh2,"b'RT @akshi__11: As a Google Explore ML Academy Student Facilitator, I organized my first session for the #ExploreML workshops. We witnessed\xe2\x80\xa6'"
_ashutoshsingh5,"b'RT @akshi__11: As a Google Explore ML Academy Student Facilitator, I organized my first session for the #ExploreML workshops. We witnessed\xe2\x80\xa6'"
thepushkarp,"b'RT @akshi__11: As a Google Explore ML Academy Student Facilitator, I organized my first session for the #ExploreML workshops. We witnessed\xe2\x80\xa6'"
shutterclosed,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
tripathiuttam,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
ayushshekhar17,"b'RT @Nikkitagandhi: They say the ""Future is ML"". #ExploreML team is ready to help more and more students understand ML and help more ideas c\xe2\x80\xa6'"
VuyanziG,"b""RT @MarvellousChir2: I'm very excited to have DSC MSU bring Google's Explore ML to our university! Join us in learning ML from a practical,\xe2\x80\xa6"""
dsccgc,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
Madhuragj,"b'RT @Nikkitagandhi: They say the ""Future is ML"". #ExploreML team is ready to help more and more students understand ML and help more ideas c\xe2\x80\xa6'"
mlkywayx,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
ss_sachinsingla,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
ayushb_tweets,b'@GoogleDevsIN @ShivamRaiSharma When is the next #ExploreML program gonna start\xf0\x9f\x99\x88?'
xprilion,"b'RT @Nikkitagandhi: They say the ""Future is ML"". #ExploreML team is ready to help more and more students understand ML and help more ideas c\xe2\x80\xa6'"
dhruvhimself,"b""For me it's been an amazing opportunity to be a part of this awesome program and help student explore the amazing w\xe2\x80\xa6 https://t.co/EJeLi6Ib8x"""
MarvellousChir2,"b'RT @Nikkitagandhi: They say the ""Future is ML"". #ExploreML team is ready to help more and more students understand ML and help more ideas c\xe2\x80\xa6'"
nandkk05,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
abhijithneil,"b'RT @Nikkitagandhi: They say the ""Future is ML"". #ExploreML team is ready to help more and more students understand ML and help more ideas c\xe2\x80\xa6'"
Nikkitagandhi,"b'They say the ""Future is ML"". #ExploreML team is ready to help more and more students understand ML and help more id\xe2\x80\xa6 https://t.co/T0qs5u7GNR'"
elviric,b'@GoogleDevsIN @ShivamRaiSharma I want to learn. How do i get started with #ExploreML?'
mangalsanidhya,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
anand_topu,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
Lokesh0806,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
RohitKhirraiyya,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
rahulmahesh62,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
Nikhil_Bhat06,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
sanjaytharagesh,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
Bspurohit006,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
SEINETofficial,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
avi_my_name,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
BigramPoetry,b'A Bigram Poem inspired by khushbooverma_:\n Glad to \n to be \n be a \n a part \n part of \n of #ExploreML \n #ExploreML p\xe2\x80\xa6 https://t.co/MHqWrPtpzy'
Suryamaithreya1,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
AnkitaPrakash15,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
Arshitabhatt,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
inamanmishra04,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
abhijithneil,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
PrateekSinghINC,"b'RT @GoogleDevsIN: Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now, throu\xe2\x80\xa6'"
evanstwish,"b""RT @MeruUniversity: We look forward to hosting the first Explore ML Beginner's Workshop on 8th &amp; 10th October 2019 at our main campus.\n\nMor\xe2\x80\xa6"""
Kevahere,"b""RT @MeruUniversity: We look forward to hosting the first Explore ML Beginner's Workshop on 8th &amp; 10th October 2019 at our main campus.\n\nMor\xe2\x80\xa6"""
GoogleDevsIN,"b'Over the last 3 months, we trained 130 university students from across India to be excellent #ML facilitators. Now,\xe2\x80\xa6 https://t.co/TofPOr3bcn'"
frankline_kihiu,"b""RT @MeruUniversity: We look forward to hosting the first Explore ML Beginner's Workshop on 8th &amp; 10th October 2019 at our main campus.\n\nMor\xe2\x80\xa6"""
DscMeru,"b""RT @MeruUniversity: We look forward to hosting the first Explore ML Beginner's Workshop on 8th &amp; 10th October 2019 at our main campus.\n\nMor\xe2\x80\xa6"""
MeruUniversity,"b""We look forward to hosting the first Explore ML Beginner's Workshop on 8th &amp; 10th October 2019 at our main campus.\xe2\x80\xa6 https://t.co/xDxBvRRPIH"""
Bspurohit006,"b""RT @Nikkitagandhi: And that's a wrap for #ExploreML Academies in India. I had an opportunity to work with an amazing set of speakers and in\xe2\x80\xa6"""
akshi__11,"b'As a Google Explore ML Academy Student Facilitator, I organized my first session for the #ExploreML workshops. We w\xe2\x80\xa6 https://t.co/RQlj5pWwG3'"
auwalms,"b""RT @DscMeru: We\xe2\x80\x99re excited to bring Google's Explore ML to @MeruUniversity. \nThis program is intended for those who wish to learn ML from a\xe2\x80\xa6"""
lyon_mwangi,"b""RT @frankline_kihiu: Join us as we hold our first Explore ML workshop for Beginners\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n@DscMeru ML team let's meet on Tuesday at TB 03 @Meru\xe2\x80\xa6"""
zaburioba,"b""RT @frankline_kihiu: Join us as we hold our first Explore ML workshop for Beginners\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n@DscMeru ML team let's meet on Tuesday at TB 03 @Meru\xe2\x80\xa6"""
frankline_kihiu,b'RT @DscMeru: RSVP using this link\nhttps://t.co/v7Zm1y68Xg\n\n#exploreml #DeveloperStudentClubs #DSCMeru'
thepushkarp,"b'RT @_ashutoshsingh5: The lab is jam packed for #ML workshop using @qwiklabs, sponsored by Google \n#ExploreML #DeveloperStudentClubs https:/\xe2\x80\xa6'"
frankline_kihiu,"b""Join us as we hold our first Explore ML workshop for Beginners\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n@DscMeru ML team let's meet on Tuesday at TB 03\xe2\x80\xa6 https://t.co/MtPAxQpWZh"""
DscMeru,b'RSVP using this link\nhttps://t.co/v7Zm1y68Xg\n\n#exploreml #DeveloperStudentClubs #DSCMeru'
DscMeru,"b""We\xe2\x80\x99re excited to bring Google's Explore ML to @MeruUniversity. \nThis program is intended for those who wish to lear\xe2\x80\xa6 https://t.co/qSsHslSwte"""
citclubmmu,b'RT @DSC_MMU: We successful hosted the first workshop of @GoogleAI #ExploreML.  This program is intended for those who wish to learn ML from\xe2\x80\xa6'
nevoh3,b'RT @DSC_MMU: We successful hosted the first workshop of @GoogleAI #ExploreML.  This program is intended for those who wish to learn ML from\xe2\x80\xa6'
aniediudo,"b""RT @MarvellousChir2: I'm very excited to have DSC MSU bring Google's Explore ML to our university! Join us in learning ML from a practical,\xe2\x80\xa6"""
tanyamubobo,b'@dsc_msu_zim \n#ExploreML\n#DSC\n#DSCSSA\n\nMACHINE LEARNING WORKSHOP IN PROGRESS!!'
_ashutoshsingh5,"b'The lab is jam packed for #ML workshop using @qwiklabs, sponsored by Google \n#ExploreML #DeveloperStudentClubs https://t.co/wjiY5DdWX8'"
thepushkarp,b'I made these six doodles. A neural network guessed all of them correctly. https://t.co/6NS3JIypfc\n\n#ExploreML #DeveloperStudentClubs'
Mushambadzii,"b""RT @MarvellousChir2: I'm very excited to have DSC MSU bring Google's Explore ML to our university! Join us in learning ML from a practical,\xe2\x80\xa6"""
auwalms,"b""RT @MarvellousChir2: I'm very excited to have DSC MSU bring Google's Explore ML to our university! Join us in learning ML from a practical,\xe2\x80\xa6"""
chinyavadav,"b""RT @MarvellousChir2: I'm very excited to have DSC MSU bring Google's Explore ML to our university! Join us in learning ML from a practical,\xe2\x80\xa6"""
MarvellousChir2,"b""I'm very excited to have DSC MSU bring Google's Explore ML to our university! Join us in learning ML from a practic\xe2\x80\xa6 https://t.co/51WK6BmLmJ"""
Tamu21181601,"b""RT @Tamu21181601: Hi there!\xf0\x9f\x98\x80\n\nWe're excited to bring Google's Explore ML to our college. This program is intended for those who wish to lea\xe2\x80\xa6"""
Tamu21181601,"b""Hi there!\xf0\x9f\x98\x80\n\nWe're excited to bring Google's Explore ML to our college. This program is intended for those who wish\xe2\x80\xa6 https://t.co/PwhtVu9SC2"""
sumit1987lives,b'Wonderful opportunity to learn ML #ExploreML #TFRoadshow https://t.co/CVYHScH5hn'
shivampkumar,b'RT @Nikkitagandhi: Best of #ExploreML at #TFRoadshow \xf0\x9f\x98\x8e https://t.co/4jb13OKGJU'
wayne_gakuo,b'RT @DSC_MMU: We successful hosted the first workshop of @GoogleAI #ExploreML.  This program is intended for those who wish to learn ML from\xe2\x80\xa6'
VictorOmondi197,b'RT @DSC_MMU: We successful hosted the first workshop of @GoogleAI #ExploreML.  This program is intended for those who wish to learn ML from\xe2\x80\xa6'
DSC_MMU,b'We successful hosted the first workshop of @GoogleAI #ExploreML.  This program is intended for those who wish to le\xe2\x80\xa6 https://t.co/ozRnZTM5xD'
abhijithneil,b'RT @Nikkitagandhi: Best of #ExploreML at #TFRoadshow \xf0\x9f\x98\x8e https://t.co/4jb13OKGJU'
iyer_tech97,b'RT @Nikkitagandhi: Best of #ExploreML at #TFRoadshow \xf0\x9f\x98\x8e https://t.co/4jb13OKGJU'
